Formula,E_hull_DFT (eV/atom),E_hull_ML (eV/atom),Delta (ML - DFT)
Fe3HgC,16.8513,12.1453,-4.7061
AcPr2(DyTm)2,24.4759,26.2669,1.791
Mg2CrBiN5,20.8079,18.7835,-2.0244
Ho(SnRu)6,19.0389,20.7362,1.6973
InIO4F,16.7654,14.1637,-2.6017
Na2SrTi,21.1773,18.9099,-2.2673
Ac2SnRu,38.9615,39.6304,0.669
SrSnRh,12.2884,11.4248,-0.8636
Cs2FeOsF6,16.7569,14.1131,-2.6438
FeRe4Pb,43.5485,43.5236,-0.025
PaIrRuAu,47.3404,46.7455,-0.5949
ZrBe,36.9065,33.7342,-3.1723
TaP3I,17.6059,15.887,-1.7189
Sr2PrY,11.9845,11.8161,-0.1683
TiH8Ru3,4.5659,5.6026,1.0366
FePBr2,23.6774,20.642,-3.0354
ScMn2As,66.2043,52.2869,-13.9175
RuSeN,54.5801,46.5069,-8.0732
PrSm(YP2)2,20.0639,16.4294,-3.6346
Rb2HfSbSe4,42.6688,32.9282,-9.7406
SrMnSe2,52.0705,42.4152,-9.6553
RuSe3N,53.4429,43.0958,-10.3471
ScMnAs,54.8844,43.689,-11.1955
La4Te2I3,38.5902,31.1036,-7.4865
Pr2YPd3,8.7889,10.461,1.6721
AlIn2Co,24.9302,20.4774,-4.4528
H6Pd2Rh,9.462,8.4651,-0.9969
NbSiPb2,61.2482,55.9803,-5.2679
Mn2PSe,56.1023,45.6005,-10.5018
H6Pd2Rh,9.5801,8.4651,-1.115
Ho6Ir5Ru,34.2745,35.4367,1.1623
AlZn(GaS3)2,32.4529,23.3309,-9.1221
PrYP,15.2911,11.3505,-3.9405
In(GaNi)2,5.4981,8.6718,3.1737
Hf4Ti2Pb3,75.0192,58.4549,-16.5642
Tm6Ru5Pt,28.9211,29.1234,0.2023
RuRh10,50.1212,36.9729,-13.1483
SrMnSi2,47.0465,34.4712,-12.5752
CaNi4As,17.1096,13.5378,-3.5718
Y3BeC,31.8337,24.1243,-7.7094
MnPSe2,50.0375,40.7885,-9.249
PdRu2PbO8,17.4754,15.7194,-1.756
Zr7Be,86.1689,67.2875,-18.8813
Tb2PuRu3,28.6823,31.325,2.6427
ReMo,34.0921,34.0042,-0.0879
BaZnP2O7,4.4805,1.8734,-2.6071
Ba2NpAlSe6,33.1169,27.827,-5.29
LaZn2Cr,20.7039,16.2167,-4.4873
TcSeBr4,32.4527,28.5734,-3.8793
Ta3AgOs,39.0352,40.0953,1.0601
AlAg(SnSe3)2,32.2518,26.3266,-5.9253
Tb2Nd2Y4Er,20.8036,23.3076,2.504
Tb6Nd2Y3Th,26.4032,28.2309,1.8278
CdGa2TcGe,28.8532,26.5588,-2.2944
LuHf5,125.3929,90.8317,-34.5612
La4FeRu,49.9583,32.613,-17.3453
TlRu2PtO8,18.7033,14.4976,-4.2056
Pr7YIn4,6.7064,6.9988,0.2924
ZnFe4Os,15.9487,13.9687,-1.9799
Zr4ZnOs,74.361,60.5809,-13.7801
MnZn4Ni,39.7219,36.051,-3.6709
U3Sn3Os2Ru,40.6804,43.2246,2.5441
Rb2NaTa,15.5871,15.0234,-0.5637
MnMo2Se,37.7312,34.257,-3.4741
TbP3Rh5,23.4015,17.4461,-5.9555
SmP3Rh5,23.1722,17.2384,-5.9338
Cs12Zn3H5,11.3163,12.4507,1.1344
SiBi2HAu,34.5274,33.7859,-0.7416
Cs3TlTc,44.4721,41.538,-2.9342
Cu(GeTe)2,22.1525,21.7454,-0.4071
Tb8Ru3RhAu4,33.3106,32.8841,-0.4266
TlRu2WO8,17.2281,14.4466,-2.7815
Pr2NdSmY,7.3937,9.6366,2.2429
LiPrYTl,15.6326,17.4505,1.8178
LaPr3(YS3)2,32.5456,23.365,-9.1806
CuGeTe2,25.4843,25.6377,0.1534
PmYGa4,11.8637,13.5705,1.7068
CeAl(Si3Pt)2,33.7157,22.9638,-10.7519
InFeW2,28.9723,29.1289,0.1566
MnZn2Se,37.1282,31.8061,-5.3222
InFe3W,16.6896,15.1579,-1.5317
Tm6CdRu3Au2,28.2116,30.3265,2.1149
NdTaOs2,36.3493,41.6982,5.349
ThCd4In,26.9786,28.0789,1.1003
ThCd(MoO4)3,11.1964,10.2596,-0.9368
TaTl,38.4152,43.8929,5.4777
Nd3Hf(TlSe2)4,49.1775,42.0901,-7.0874
NaSnBi3,42.2721,41.8066,-0.4654
LiCaMn4,67.753,54.9156,-12.8374
Na(TiCu)2,9.5699,10.5429,0.973
Rb4Er3HfSe8,37.4785,30.0743,-7.4042
LaH11Ir5,15.9007,15.3639,-0.5367
CsZnB(PO4)2,8.4632,7.5433,-0.9199
ReSiBr4,18.5647,17.7803,-0.7844
SiSbP2,20.5056,17.616,-2.8896
SiSbP2,20.9612,17.616,-3.3452
TlTc,32.035,34.6272,2.5922
Sm2CoNiO6,6.335,5.8104,-0.5246
ZnCo3(P2O7)2,3.1966,1.2208,-1.9758
Zn2CrMo,11.44,11.7618,0.3218
TlFe3Tc,30.9005,29.335,-1.5655
Ni3PbW,27.4473,24.9009,-2.5464
TlFe2Tc,36.4937,35.2981,-1.1956
U(H3Ru)2,11.2318,12.1599,0.928
ZnP2RuO,18.5314,14.9238,-3.6076
Rb2Sb2Ir,23.2032,20.2566,-2.9466
Na2CuBi,24.6158,23.5538,-1.062
BaZnW,16.5102,18.4882,1.978
Na2Co3Se4,28.4781,24.5783,-3.8999
CeVH6,19.0927,16.6667,-2.426
BaZnW,16.8262,18.4882,1.662
Na2CoSe2,25.763,21.202,-4.561
PrY(SiPt)2,45.2432,32.7251,-12.5181
YThRe4,39.8839,43.7321,3.8482
ZnTcP2O,34.0316,27.5484,-6.4832
LiNiI,6.4139,9.8766,3.4628
LiLaCr2,19.8185,15.2197,-4.5988
Ce(BeH4)2,3.9568,4.8605,0.9038
BaBeIr4,30.3953,32.2709,1.8756
ZrTeP2,36.696,31.7364,-4.9596
Mn2ZnSe,63.7595,52.0289,-11.7306
CoRhW2,26.2013,27.6233,1.422
PrGdY2,13.8349,15.4416,1.6067
Mn2ZnSe,63.8017,52.0289,-11.7729
Ba2NaZnAg,12.7151,11.0088,-1.7063
InFeMo2,22.8609,19.9427,-2.9182
MnZnSe2,50.4718,40.9567,-9.5151
SrFe3(PO4)3,4.029,4.6048,0.5758
CeEuGa2,17.2705,19.5501,2.2796
Rb4VH6,9.245,6.946,-2.299
CaZrNiRh,42.4886,33.1859,-9.3027
Tm6Hg2Os2Ru,25.3108,27.5411,2.2303
Ho3Sn3RuPt2,37.0772,32.0126,-5.0646
Cs21(RbNa3)2,22.8028,21.8522,-0.9506
Np6(SeS)5,57.9349,50.505,-7.4299
SrZr2Cr,57.4717,45.0068,-12.4648
BaBeP,11.4113,10.5562,-0.8551
LaNd2SmY5,16.4386,17.1121,0.6734
ZnSbSe2,37.1767,30.3225,-6.8542
Zn3SbSe,23.5369,19.4888,-4.0481
HfPbSe2,72.2668,57.7332,-14.5336
Na2HfGeSe4,48.3598,37.6287,-10.7311
SiWBr4,18.3273,17.4715,-0.8558
Ir2WSe,43.8953,44.7332,0.8379
Sc4CoCu,10.3995,10.4301,0.0306
NiHgGe2,7.1381,5.9662,-1.1719
IrW2Se,42.3642,46.1011,3.7369
Sm2AlSiRh6,39.7459,30.8537,-8.8922
CaW2I,27.9804,30.3876,2.4072
CoTc4Ir,70.5876,63.1027,-7.4849
Zn2InFe,12.9916,10.696,-2.2957
SrBiP2O,22.1412,20.3587,-1.7824
BaIr2Pb,34.975,37.7767,2.8017
LiDy3(Si3Pd)2,19.0211,15.4189,-3.6023
CoTcIr2,46.3908,46.9021,0.5113
Sr3P4O13,0.516,0.4022,-0.1139
Pr5Nd3Sm2,5.757,8.4621,2.7051
CaNi4W,18.251,15.2446,-3.0063
SrCaV(PO4)2,14.8254,11.6874,-3.1381
Rb6Eu,6.1066,5.0197,-1.0869
Al3Ge5Au12,26.1335,26.2193,0.0858
TaCoSb4,52.3666,39.2433,-13.1233
SrPmPO5,0.0,2.1076,2.1076
Hg2Te,12.8517,12.7256,-0.1262
PrYCo4,18.3414,17.4462,-0.8952
NbTl2Te,67.7688,61.6448,-6.124
Cs4Ag3AsBr12,16.0577,15.5737,-0.484
Ac2TmNiO6,14.7918,17.5348,2.743
LaPr6Sm2Y3,11.0777,9.8915,-1.1862
SrZr2Cr,57.3924,45.0068,-12.3856
NbTlTe2,64.505,58.5027,-6.0023
SrTcP2O,29.2626,24.69,-4.5726
CsHf3Ga,93.8838,68.6373,-25.2464
Mn(BiRh)2,55.8999,46.7202,-9.1797
ZrSi2Sn,34.3558,26.3797,-7.9761
PmTc5P3,46.4703,41.0088,-5.4615
MnBiRh,67.6976,57.7974,-9.9002
Ce2AgRu2,16.211,18.2081,1.997
Zr6SnO,87.5116,70.0169,-17.4947
Ac2LaPr2Y,27.1161,26.1618,-0.9543
SrP2IO,23.5207,19.9912,-3.5295
BaNiPd,12.119,10.7867,-1.3322
SrTcPO2,28.8082,23.7015,-5.1067
K3Y(ThS3)2,41.8326,34.6111,-7.2215
MnNiSe4,67.5954,55.6834,-11.912
PrHfSe2O,42.1478,30.2766,-11.8711
LaNd2RuO8,15.3955,15.3068,-0.0888
Tl(SbPb)2,45.6335,42.9959,-2.6376
U(PaRu4)3,28.6713,31.371,2.6997
Ca4CdP,16.4978,15.2508,-1.247
PuCdAu4,46.4706,48.1097,1.6391
Sb2PPt,45.6331,35.5968,-10.0363
TmThCd4,28.9063,30.4961,1.5898
La23Cd4Ru7,34.5753,22.6637,-11.9116
Tm5Ru4Au,25.9714,28.9772,3.0058
Rb2Np3NiO12,10.7319,14.1405,3.4086
NpH7(OsAu)2,20.9489,23.0339,2.0849
Nb2Zn2NiO8,24.2326,19.9249,-4.3077
BaCu2W,14.7421,15.8413,1.0993
LiV2I,71.0467,56.3793,-14.6673
Sc4Al16Ir3,12.8225,9.7423,-3.0803
Zr2FeNi,72.5902,56.1354,-16.4548
Sc4Mn3Al16,16.5158,14.141,-2.3748
HfGaH3,30.9475,22.5501,-8.3973
Na6Tb,25.4646,21.3646,-4.1001
SbIrI2,30.2063,30.5587,0.3524
CaNiBr4,12.0231,10.9711,-1.052
Mn3NiO6,78.3161,69.9972,-8.3189
Co3Ni3(TeO8)2,15.5328,11.5542,-3.9786
Pa3Tl4NiO12,19.2983,21.2293,1.931
La4Nd2SmY2,34.3202,27.9066,-6.4136
CdNiGeO4,1.9444,2.9522,1.0079
Pr3Dy(YS3)2,30.5433,23.0862,-7.4571
Pr2YNpN4,27.5364,23.6016,-3.9348
ScMnAg4,38.4392,31.9466,-6.4926
Tc4AsRh,72.2804,61.1978,-11.0826
Na2Dy(SnSe2)3,34.7712,29.5256,-5.2456
SiPRh,26.9837,21.4582,-5.5255
ScMnAs4,32.8785,26.8079,-6.0706
SiPRh,26.884,21.4582,-5.4258
La4CuCl,37.1005,24.2671,-12.8334
InFeRh4,38.0782,27.4728,-10.6054
Sc(Ag2Sb)2,32.9883,26.2358,-6.7526
FePSe2,40.9589,33.8886,-7.0703
BaOsPb2,37.0875,39.213,2.1255
ThAl2,7.4053,15.4,7.9947
ZrBMo,28.6162,28.4396,-0.1766
TlSbMo2,31.9852,32.0828,0.0975
ThAl3,13.497,17.6201,4.123
AlGeN3,12.2234,10.5368,-1.6867
AlPb4Br,42.6469,41.1457,-1.5013
NdH8Ir3,12.8896,14.2246,1.335
Ca2TeW,22.923,24.4426,1.5196
U12PdRu5,52.701,53.0321,0.3311
Cs2ZnMo2(H2O5)2,13.9383,11.8711,-2.0672
Cs2GePtI6,27.84,25.3822,-2.4577
Cs2GePbI6,23.9308,24.7393,0.8086
H8Pt2Rh3,25.2221,17.0919,-8.1302
Ta2OsPd2,21.1799,26.6227,5.4427
BaRe2Pb,46.4918,43.7819,-2.7099
H8Pt2Rh3,25.2582,17.0919,-8.1663
VB2Mo,36.4865,33.0121,-3.4744
ScNi2(BO3)2,24.0364,22.0491,-1.9873
Ta2BiOs,43.0612,47.8127,4.7515
CoHO2,2.8053,4.2283,1.423
La2PmRuO8,24.2292,22.0454,-2.1838
SrNdBi2,36.1245,38.4644,2.3399
Ce4ThCd,31.2822,33.1525,1.8704
Na3Li2RuO6,19.4886,16.9104,-2.5782
NiGeIO2,25.9309,19.4627,-6.4683
SnIr3O,50.0776,47.0453,-3.0322
ScAg2Mo,25.1,23.1381,-1.9619
Tm6In3Os2Ru,28.1277,30.8385,2.7108
Ta2OsPt,50.7782,48.0173,-2.7609
La4SiBr,38.9589,25.6858,-13.2731
RuRh11,50.0352,36.2356,-13.7996
GeHIr,17.814,20.0351,2.2212
Nb2InHPd,63.9598,54.2362,-9.7236
Er3Pd5Au,18.3971,21.7889,3.3919
Li3Y2ScSe6,25.6194,21.6316,-3.9878
Ce3(ZnCd2)2,18.2887,19.3391,1.0503
RbBi,14.7801,18.5901,3.8099
CuSbOs,31.9172,31.509,-0.4082
IrRu2,21.7869,25.1737,3.3867
Rb3Bi2,20.2206,20.2444,0.0238
La2NiHPb,32.1076,26.1186,-5.989
Bi2PbI,43.527,45.4657,1.9386
Ta2CuOs4,37.1803,39.5124,2.332
Cd2OsBr,23.6068,24.8676,1.2608
LaNiH2Pb,22.6165,20.0785,-2.5379
CdOs2Br,29.7702,31.9421,2.1719
TaSnOs,6.1836,15.6936,9.5101
La2Al6OsRu,17.4487,16.128,-1.3206
Na3Hf3PdSe8,59.4445,44.6082,-14.8364
TmHfIrRu,61.9989,50.6841,-11.3148
Pr3Y6Ho2Tm,13.7814,14.6947,0.9132
Sm3(ZnGa2)2,13.1787,14.6513,1.4726
Ti(BMo)2,0.0,3.7694,3.7694
TiBMo2,11.0212,14.0265,3.0053
ZnH3Rh4,20.3783,14.1574,-6.2209
ZnFeSe2,27.9363,23.0198,-4.9166
CaNiI2O,30.2598,26.2586,-4.0012
TbH2Br,4.1599,6.6425,2.4826
TlPt,70.2963,57.784,-12.5123
BaY2Se,43.3519,36.9024,-6.4495
Cs6Rb9Pd,11.2803,10.8452,-0.4351
Tl2Pt,60.1609,53.65,-6.5109
In2FeRu2,22.3836,19.4634,-2.9201
Pr2TlRuO8,13.6889,13.4975,-0.1913
Pr2SmRuO8,11.2773,11.2925,0.0151
FeOsRh4,46.4329,34.9283,-11.5046
SiPb4Br,44.7972,41.86,-2.9372
SrFeC3,49.542,34.9097,-14.6322
Tl2I2Br,29.0109,29.5336,0.5227
SrMnSn,34.2373,31.3968,-2.8406
Ni2Ag2RhO6,12.2408,10.4617,-1.7791
SrNiO2F,9.6048,8.4833,-1.1215
CuSe4Cl,35.0628,27.9025,-7.1603
Hf4CdPb,107.7104,80.5161,-27.1943
MnOs2,50.6092,53.2267,2.6175
LiCd4Te,19.9011,20.1395,0.2384
KMn4Mo,71.9,58.7161,-13.1839
HfCdAu4,58.3233,52.3938,-5.9295
AlNiI2O,27.6892,22.2683,-5.4209
CrPtIN2,33.5471,27.2516,-6.2955
ZnFePb,24.8535,22.824,-2.0295
AcYIrAu,41.7415,45.1355,3.394
NiSbOsO,28.0269,28.3516,0.3247
Pm5Ho3Tm,22.2969,26.3751,4.0782
La3Nd(SmTe3)2,38.7066,33.2236,-5.483
TcNi2CO,35.5962,28.4299,-7.1663
Zn2FePb,18.1504,16.8717,-1.2786
Be2HgSb,11.7447,10.3199,-1.4248
Pm2RuO,30.8262,26.9278,-3.8984
PrTcC,49.5953,40.2086,-9.3867
Na2In2Pt3,50.6713,36.5298,-14.1415
K2HgAs,8.2646,8.3326,0.068
ZnFe2Pb,20.9884,18.2292,-2.7592
FeReRh4,47.146,36.1435,-11.0025
Tb6Pm3NdY2,23.8723,25.7478,1.8756
ScCoCuF,18.0195,14.0097,-4.0099
NaSr2Pr,11.8771,11.7954,-0.0816
Ac4In16Co3,25.5707,26.5426,0.972
SrNi3(SeO3)4,12.5044,10.6436,-1.8608
Nd2Dy(PuTe2)3,44.2087,43.9524,-0.2563
Gd2AlIr2,18.3708,22.4636,4.0929
Ba3Sc4O9,62.1436,55.5932,-6.5504
Pr4Al3O10,4.2855,1.4072,-2.8783
CsMnH24(SO10)2,0.0,0.0,0.0
Mn2InCu2,40.8795,35.2317,-5.6479
MnInCu,42.5278,37.5946,-4.9332
CaTa4Ni,29.1018,30.1623,1.0605
La3Nd2Te5,39.9675,35.1819,-4.7856
Si2(Ni7P2)3,16.0088,13.0078,-3.0011
Nd3TmPu3Te8,42.5506,43.0173,0.4667
CoOsRh2,36.867,32.6895,-4.1776
NbBRhC,66.1939,53.4684,-12.7255
BeNiO2F,3.2173,4.7541,1.5368
Sr2TlNiO,21.2873,18.8043,-2.483
TbH7Br2,5.486,6.3661,0.8802
Ni5Mo2Ir,30.5501,28.2116,-2.3385
TaOsO2,11.2165,15.4071,4.1906
Re2SiP,44.4225,38.161,-6.2615
CoOsRh2,36.5993,32.6895,-3.9099
TbY3Ga2,9.4596,11.5045,2.045
ReSiP3,33.2746,27.0592,-6.2154
ReSi2P,38.3557,29.1169,-9.2388
KLi3V,29.1743,22.9152,-6.2591
Li4Co3Ni3(TeO8)2,21.9065,17.2999,-4.6066
RbLiNiO2,10.0685,10.0747,0.0062
CrHgC2,49.5374,38.9641,-10.5732
DyTmCu10,10.2673,11.714,1.4467
HfNb5H6,70.8475,56.4808,-14.3667
Sr2FeSnO6,8.2659,7.1484,-1.1176
LaSc2,21.3137,16.983,-4.3307
Zn2FePb,21.26,16.8717,-4.3882
Te4AuCl,33.7081,32.0444,-1.6638
Na4CoH6,6.2938,5.2532,-1.0406
MgCuW,22.7228,22.1996,-0.5232
Th2AgRh,52.7869,49.8978,-2.8891
Ag2Mo,21.3741,21.9188,0.5447
TaOs2Au,42.1163,48.8873,6.771
Th2AgRh,52.7138,49.8978,-2.816
Sc2CoCuPb,30.4864,26.1021,-4.3844
La5Sc,43.9547,29.6545,-14.3002
Zn2FePb,21.4553,16.8717,-4.5836
IrRuW3,44.8156,43.8299,-0.9857
SmVO4F,14.8097,13.096,-1.7137
NaScPb,27.5463,28.0653,0.519
CaSm4Tc,27.9169,29.5248,1.608
Tl4SiBr,38.585,38.024,-0.561
Na3Hf3ScSe8,58.3498,43.6261,-14.7237
Li2YSiOs,26.4588,24.3988,-2.06
Be2HgSb,12.0874,10.3199,-1.7676
BaY4Zn,28.752,24.6558,-4.0962
TePb2,45.5561,47.3621,1.806
SiBi2Sb,42.6713,39.4866,-3.1846
NaSr2Pm,19.1956,19.4807,0.2851
BaTbO4,17.7701,14.2125,-3.5576
Ac4Tl3Zn2,47.0649,48.5557,1.4907
Pr12Bi6Ru,23.3265,23.469,0.1425
Pr12Hg6Pt,1.3153,0.4427,-0.8726
CoAgSe4,39.25,31.5636,-7.6864
NbSn,74.3625,66.447,-7.9155
HfScCoCu,56.1978,43.2992,-12.8986
TbScCoCu,26.9907,24.7969,-2.1938
BaTbO2,0.0,0.0,0.0
Pm3Sm6YEr2,24.7681,26.5131,1.745
Na2Ca2Sb2H,22.3915,17.8856,-4.5059
Zn2CrRe,28.5552,22.1846,-6.3707
ZnHgSe4,33.8233,26.8686,-6.9548
LiCdSb4,33.2992,26.5671,-6.7321
Ta3AlHg,24.7634,26.7689,2.0055
BOF3,0.0,0.0,0.0
Fe2Co4HPt2,34.9142,23.7082,-11.206
Pm2Nd4Dy2Y,24.1057,26.2455,2.1397
YRe2PdO,45.4233,41.4331,-3.9902
NiRuI2O,34.2998,27.6856,-6.6143
SbOs3,34.2195,38.428,4.2085
TcAsPb4,53.1517,51.4321,-1.7197
FeSbOs2,35.5175,36.0114,0.4939
BeReBr4,16.1964,16.6258,0.4295
Ce(H2Pd)6,6.873,7.4748,0.6018
AlGaBi2H,25.1148,25.6738,0.559
Sb2Os,45.0765,39.5893,-5.4871
NiSeI2O,35.2046,28.858,-6.3467
CaYAu4,37.4722,36.6359,-0.8363
CsRe,17.3949,23.7439,6.3491
YZnAu,25.1209,25.5431,0.4221
Tl2FeP2,30.0324,29.2334,-0.799
NaSrF3,0.0,0.0,0.0
DyH7Ir2,11.3225,12.242,0.9195
TaNiP2,18.8101,17.8726,-0.9375
Cd2RuF,12.4864,14.6519,2.1655
CeCo5P3,9.3203,7.9613,-1.359
BaNiTe2,20.6892,20.3341,-0.3551
PuZnCoGe2,19.4779,18.4336,-1.0443
Mn4Si2C,69.5841,54.3229,-15.2611
ZrNi2Sb,43.3101,35.2583,-8.0518
KBi,26.9856,27.4042,0.4185
SrCaRu,14.8479,15.089,0.2411
LiSn2SbTe4,31.5704,29.1539,-2.4165
BaCaZn4,6.73,6.8277,0.0977
Si2PPb,25.9143,24.0781,-1.8361
TbSbMo2O9,0.3402,3.4637,3.1235
Cs4TeH4Se3O16,9.8651,8.8142,-1.0509
Si2PPb,25.6968,24.0781,-1.6187
AgBi(SO4)2,16.124,15.4416,-0.6824
PmCo5P3,9.4725,8.2262,-1.2464
GdGaCo,14.2922,13.7031,-0.589
BaCu2Sn,27.6863,25.2692,-2.4171
Co2TcMo,30.2908,31.8142,1.5235
KY2Ir,15.4585,23.2314,7.7729
Li2Ni3SnO8,20.5822,17.2046,-3.3775
Ca4AlBr,6.0087,7.2247,1.2161
CaLaZn4,15.2322,12.6342,-2.598
CoTc3Mo,61.3213,53.9798,-7.3415
CoTc2Mo,43.384,41.5931,-1.7909
Pa4Ga16Au3,23.4232,24.431,1.0079
Na3CuRu,20.9975,17.9091,-3.0884
TcSb4As,48.0731,38.6023,-9.4708
Np2AlGePt6,72.4339,54.058,-18.3759
PrPu3Te4,46.2952,46.1872,-0.1081
SrIn3Fe,23.6508,21.6402,-2.0106
CoTcMo2,32.5528,33.043,0.4902
Pr12In6Ga,4.7475,4.965,0.2175
Al2GaBiH6,7.2895,8.1973,0.9078
BaSrSn,1.2219,5.622,4.4001
MnZnMoH2,25.4358,22.3262,-3.1096
Te2MoHIr,31.4341,29.0342,-2.3999
Si2Pt,33.9446,23.9076,-10.037
TbNd2(PuTe2)3,44.1459,44.8809,0.735
VIn,57.0632,50.3776,-6.6856
Cs2ZnH4(SeO5)2,14.9713,13.0309,-1.9404
Co2TcMo,30.2973,31.8142,1.517
TmCo5P3,10.2095,8.9691,-1.2405
CaCuCBr,15.8295,12.978,-2.8515
CaZnGa4,5.6378,6.1428,0.505
PrSm3(YEr3)2,23.1169,24.5265,1.4097
CaZnBr4,6.339,6.8509,0.5119
Nb2NiRh,76.915,63.6082,-13.3068
Zn2CrRh,19.6419,15.6136,-4.0283
La3Pm(PuTe3)2,46.6505,42.428,-4.2225
ReSb7,44.9545,35.669,-9.2855
Sb3Rh5,47.2424,34.2246,-13.0178
Co2TcMo,30.1056,31.8142,1.7086
Ta4TcAs,42.1457,42.6175,0.4718
MgTlBi3,43.786,44.5167,0.7307
CaTm(AgHg2)2,11.8344,11.171,-0.6633
MnZnMoH6,14.0328,12.1791,-1.8537
Li5CoOF5,7.725,6.6873,-1.0378
TaNiIr,19.0115,26.1438,7.1323
ReSb2,37.0338,33.3732,-3.6605
TbPr2(PuTe2)3,39.2284,38.9363,-0.292
Ce2Sm(TlTe2)3,38.9798,38.0446,-0.9353
Pr2PuTe3,23.2421,24.4206,1.1785
MnTl4Os,58.6956,56.3109,-2.3847
KCaYBr6,7.3325,6.8698,-0.4627
Ca2TaW,22.0227,25.4335,3.4109
NaBi3Ru,42.2707,42.141,-0.1298
TbPr2Mn,29.6477,27.3818,-2.2659
MnCo5Se,26.0242,23.2161,-2.8082
YZn5Pd2,14.8791,14.459,-0.4201
HfSc2F,41.6596,32.1133,-9.5463
KYTe2,26.5099,25.9512,-0.5587
CsCrP2(HO4)2,0.0,0.0,0.0
Ca(LaZr)2,55.7515,42.6584,-13.0931
Hf3ScF,89.2377,63.6665,-25.5712
Tm3(UOs2)2,43.8199,46.3503,2.5304
LiCrCoN,51.5248,44.1173,-7.4075
SrCa4Sm,10.9826,11.4816,0.499
Tb3Tm(PuTe2)4,44.7626,44.7576,-0.005
Fe3NiAu,29.2733,24.2481,-5.0252
SrAs(SO4)2,12.3392,10.7386,-1.6006
Y2AlZn4Cu3,19.0853,16.4546,-2.6308
NaBeAg2Pt,35.8933,26.2264,-9.6669
CuPdPb3,36.8672,37.9445,1.0774
Li3Ni2(PO4)3,16.6717,14.3709,-2.3008
RbZr2(AsO4)3,8.699,8.9395,0.2405
KAgMo,7.5483,10.0982,2.55
CaPmAg4,25.6017,22.3906,-3.2112
BaMnNbO5,43.5228,39.9897,-3.5331
NdSm(TlTe2)2,38.9045,38.8598,-0.0447
CaYBr2,14.6531,11.6892,-2.9639
ZrNpAs2O,27.8053,27.4321,-0.3732
LaPuCu10,15.849,15.6472,-0.2017
YbSb,20.3655,23.2202,2.8547
Na4Cd2Sn,22.6153,20.0642,-2.5511
Fe2Cl,5.9157,5.4712,-0.4445
BeBr5,9.4699,11.3474,1.8775
UMnPd2,50.676,48.0887,-2.5874
AcLa2Te3,42.0258,36.7475,-5.2782
CaLaPm4,26.0272,25.6559,-0.3713
Tb2SeI,25.539,25.5844,0.0455
SmPaRh2,47.0037,42.1704,-4.8334
CaCu4Ni,9.6967,8.7251,-0.9716
CaPm4Sm,21.5812,24.5566,2.9755
Y2TlCo2,42.6345,36.8246,-5.8099
SmTl4Bi3Te8,45.0793,44.5911,-0.4882
V3MoH8,33.3761,26.5271,-6.8489
PRh2W,92.4793,72.2054,-20.2739
NaZrAsO5,7.9467,8.487,0.5403
P2Rh2W,66.5867,51.8705,-14.7162
CaZrAsO5,16.0584,14.9816,-1.0768
SmPbI,20.3678,25.7522,5.3844
HfH5Os,26.4762,21.6574,-4.8188
K4Cr2Co,11.7362,10.0572,-1.679
ScBF3,6.7222,5.6018,-1.1203
Zn2CrRu,11.5433,11.4777,-0.0657
Ca4AlIr,16.8065,15.1233,-1.6832
Ce3PrTe4,28.4221,28.1519,-0.2702
CoNi2Rh,35.6562,26.7135,-8.9428
IrPb,42.6919,49.029,6.337
LaY2Zn,23.8027,18.9091,-4.8936
CoSbSe4,42.2913,33.2783,-9.013
U2NbC,85.7288,77.7044,-8.0244
CaZn4Ir,14.9497,13.9799,-0.9698
La2TbPuTe4,38.3246,34.3013,-4.0233
ZnCoW2,29.7593,28.8207,-0.9386
CaLa2Zr,51.8998,38.2278,-13.672
Ca4LaSi,18.282,13.7539,-4.5281
Mn2NbSi,88.4482,72.0267,-16.4215
Zn2CoW,22.1404,20.2041,-1.9363
LiY4Cl,34.1239,33.8228,-0.3011
V2Ni3Rh4,52.2476,40.2443,-12.0033
Zr2NiSb,66.2836,53.1853,-13.0983
ZnCo2W,22.6945,20.8424,-1.8521
Os2Pt,48.5014,49.4185,0.9171
Zr2NiSb,66.3018,53.1853,-13.1164
PSe2N,42.5651,33.1154,-9.4497
Ca3Fe3(AsO4)4,14.0608,12.2962,-1.7647
Cs(CoW)2,25.0798,26.5246,1.4448
Nd2SmO,18.4283,21.6912,3.2629
Pr2EuPb,17.8117,20.3961,2.5844
Ta4MnCr,60.0905,51.5473,-8.5432
CsSr4B22H18ClO46,0.6712,1.2846,0.6134
NdSm2O,18.1491,21.0414,2.8924
Fe4AsCl,20.8119,17.5915,-3.2204
V3(Se2Br)2,66.2943,52.986,-13.3083
CsU2H3(C2O7)2,7.9272,7.652,-0.2752
V(H2Os)4,23.1174,22.0891,-1.0283
V3(Te2I)2,66.5317,56.0494,-10.4822
ZrH12Pd7,11.1188,10.7334,-0.3854
K2ScW,18.4704,18.8108,0.3404
Np3Ti3H2,28.3536,31.1413,2.7877
V4Re3Mo2,76.449,63.2275,-13.2215
Zr2NiSb,66.3975,53.1853,-13.2122
AcThCo,39.0549,46.0481,6.9932
RbLi2SeI,15.3785,13.2528,-2.1258
TbHoGa,20.7298,23.9499,3.2201
ScPdSe2,27.6708,22.9387,-4.7321
